3.835730482295135690e+00,-2.437831689200707430e+01,3.617761902070723234e+00,1.263700000000000000e+04
1.872831201835472470e+00,-1.723488885141413007e+01,5.478453877075084577e-01,1.155000000000000000e+04
3.525668348171675071e+00,-2.289085757674586930e+01,3.954784203953063848e+00,4.356000000000000000e+03
3.776619583782640621e+00,-2.110380388617934955e+01,1.521727654040247790e+00,3.656000000000000000e+03
1.759050019884513594e+00,-1.671957580482728289e+01,7.369612840430145306e-01,5.665000000000000000e+03
1.815959295117522077e+00,-1.720278233073256757e+01,5.466451499022109140e-01,2.671000000000000000e+03
4.111323663898724945e+00,-2.297413504079331048e+01,-6.070797789906813291e-01,6.829000000000000000e+03
3.039124941891930387e+00,-2.398927831549177014e+01,3.029050261954495671e+00,7.206000000000000000e+03
1.713328340994220378e+00,-1.677955682034098928e+01,7.393699404859884750e-01,6.915000000000000000e+03
2.943370810221503930e+00,-2.385351124624238395e+01,2.721380807407198787e+00,4.191000000000000000e+03
