1.492687622148898552e-01,-1.122945203394970726e+00,-1.184647913899414817e-01,3.300000000000000000e+01
1.481726312878249296e-01,-1.141499750994220408e+00,-1.065794999865134485e-01,2.000000000000000000e+01
2.680427000269471893e+00,-2.547716205549033219e+01,-3.846888313235777179e+00,2.241000000000000000e+03
2.610991020753320235e+00,-2.557085594271287832e+01,-3.859807799174843623e+00,6.914000000000000000e+03
2.537107893769565248e+00,-2.562499874296694458e+01,-3.866787291578706931e+00,4.288000000000000000e+03
2.546419522539752123e+00,-2.567334563147236537e+01,-4.187820519337855707e+00,2.832000000000000000e+03
1.977980863334988515e-01,-1.165913662379975957e+00,-1.024219162021350465e-01,2.000000000000000000e+01
1.389809557329507450e-01,-1.184370674005152058e+00,-1.247052545009129237e-01,3.200000000000000000e+01
2.379919491766630202e+00,-2.564106844103355343e+01,-3.866935791417086765e+00,5.058000000000000000e+03
2.393229954660426539e+00,-2.573566319040439510e+01,-4.195511355506054585e+00,3.635000000000000000e+03
